amount,hour,distance_from_home_km,is_foreign,tx_last_24h,account_age_days,merchant_risk_score,is_fraud
34.42,2,9.12,0,2,618,0.2595,0
20.74,6,29.37,1,8,1074,0.1245,0
172.62,14,19.06,0,2,971,0.3018,0
74.17,18,5.74,0,2,2220,0.2199,0
32.53,22,45.65,0,2,2072,0.3573,0
58.43,20,6.76,0,4,1282,0.335,0
45.74,1,18.35,0,3,1454,0.2213,0
26.22,9,17.72,0,4,1784,0.2008,0
35.63,21,19.89,0,1,1529,0.0146,0
17.7,7,0.96,0,2,691,0.2214,0
5.38,23,10.91,0,3,1903,0.0612,0
38.04,21,29.71,0,3,2646,0.6475,0
2.43,16,20.6,0,1,2553,0.1103,0
2.04,6,46.01,0,1,2127,0.1709,0
121.33,5,16.1,0,3,1529,0.1909,0
55.27,1,23.56,0,3,349,0.0308,0
29.92,4,16.71,0,7,2811,0.0794,0
59.85,11,49.64,0,1,832,0.1452,0
14.32,11,10.25,0,4,1922,0.2004,0
16.69,6,9.48,0,2,26,0.0772,0
109.95,8,24.02,0,3,1872,0.0917,0
12.29,12,-999.0,0,8,93,0.0787,0
34.19,22,36.62,0,3,426,0.1483,0
75.75,13,9.48,0,4,2221,0.0676,0
231.97,9,15.43,0,2,2353,0.1411,0
16.05,5,-999.0,0,2,117,0.0334,0
109.26,7,35.57,0,2,87,0.1327,0
126.22,10,106.26,0,2,2209,0.3128,0
158.76,21,47.56,0,3,2260,0.2905,0
107.24,11,29.84,0,2,2612,0.3181,0
91.89,17,38.18,0,6,1416,0.1422,0
82.38,11,8.35,0,5,935,0.4567,0
6.71,10,27.68,0,3,474,0.183,0
29.15,23,49.07,0,3,2986,0.2942,0
22.07,15,14.06,0,4,2053,0.3425,0
17.4,17,29.69,0,1,1681,0.0826,0
16.86,0,22.58,0,1,2791,0.1131,0
17.72,19,97.22,0,2,2274,0.4444,0
43.4,9,23.53,0,5,628,0.2077,0
54.3,21,16.74,0,5,302,0.3574,0
190.36,6,22.38,0,3,1616,0.0301,0
378.88,6,4.06,0,3,2249,0.1916,0
73.75,16,6.19,0,2,1889,0.1555,0
43.2,1,22.01,0,2,2650,0.238,0
26.82,1,13.86,0,3,2470,0.0684,0
48.52,5,15.26,0,4,1020,0.0966,0
79.1,8,70.25,0,4,908,0.3517,0
138.76,22,14.01,0,4,1129,0.1553,0
38.09,13,21.03,0,3,1799,0.0772,0
37.55,17,17.45,0,7,836,0.1527,0
58.28,5,5.47,1,2,1091,0.1861,0
71.11,10,31.46,0,3,451,0.1622,0
51.44,20,8.18,0,0,2496,0.1009,0
26.93,13,49.69,0,3,833,0.4349,0
69.3,9,27.06,1,2,2297,0.2253,0
15.96,23,9.0,0,1,449,0.1148,0
18.62,3,23.46,0,8,557,0.0491,0
12.02,8,1.17,0,4,536,0.1488,0
32.01,8,4.61,0,0,1366,0.0617,0
83.16,21,13.7,0,5,632,0.1459,0
72.38,4,42.37,0,3,640,0.35,0
38.7,20,29.22,0,0,248,0.4108,0
26.43,5,33.1,0,1,1341,0.2336,0
26.61,16,-999.0,0,2,2781,0.1793,0
40.35,22,4.13,0,0,2512,0.1717,0
3.98,18,43.1,0,3,2800,0.42,0
12.48,15,11.62,1,2,71,0.0797,0
23.5,3,30.77,0,1,427,0.235,0
92.56,5,59.55,0,1,1426,0.1343,0
11.58,13,56.79,0,1,2640,0.4236,0
43.55,4,8.03,0,0,799,0.1008,0
9.23,10,16.09,0,3,2129,0.1645,0
87.86,13,13.15,0,1,2336,0.0435,0
77.57,3,31.13,0,0,2186,0.2049,0
15.07,13,27.55,0,3,1016,0.194,0
53.07,7,9.46,0,5,1425,0.2766,0
32.01,7,20.87,0,6,1694,0.1097,0
4.2,15,23.52,0,4,2989,0.1631,0
83.63,17,-999.0,0,3,473,0.2277,0
133.4,19,6.45,0,8,1599,0.145,0
37.42,0,12.97,0,5,739,0.3711,0
10.67,14,24.68,0,1,2129,0.1474,0
30.98,8,2.59,1,1,498,0.1993,0
75.14,3,24.2,0,2,215,0.1382,0
116.78,20,36.98,0,3,1863,0.1685,0
16.27,20,4.81,0,5,1104,0.2462,0
85.86,14,7.96,0,3,2613,0.1912,0
180.91,12,20.57,0,4,1716,0.1156,0
22.68,2,19.3,0,2,2206,0.3287,0
127.54,11,7.37,0,4,133,0.263,0
22.71,0,18.26,0,5,2218,0.254,0
27.83,3,36.21,0,3,2198,0.0512,0
137.91,6,41.23,0,2,569,0.1458,0
90.8,18,1.01,0,5,2894,0.0885,0
17.34,12,9.85,0,6,1098,0.2243,0
115.2,9,47.12,1,6,83,0.0705,0
37.89,18,18.07,0,3,1579,0.121,0
115.83,16,24.12,0,7,2268,0.1019,0
12.03,8,1.86,0,2,85,0.1247,0
74.51,17,4.65,0,2,2210,0.2237,0
138.28,17,11.52,0,3,657,0.4258,0
114.97,20,13.51,0,1,1864,0.3005,0
30.59,18,6.14,0,2,1541,0.247,0
20.27,16,17.86,0,1,2721,0.0233,0
15.35,6,21.83,0,5,1408,0.1256,0
51.43,0,53.05,0,4,1476,0.245,0
37.3,12,4.72,0,2,1226,0.1334,0
91.84,11,23.42,0,2,2548,0.4804,0
13.74,5,50.44,0,1,1036,0.1961,0
515.79,8,20.73,0,2,506,0.3703,0
98.21,15,30.91,0,2,434,0.1513,0
101.88,8,29.52,0,2,189,0.135,0
11.91,21,31.42,0,7,1174,0.3805,0
108.92,11,8.96,0,6,1315,0.0166,0
22.47,9,15.13,0,2,2128,0.0828,0
54.8,17,2.96,0,3,1652,0.124,0
20.43,3,11.86,0,3,760,0.2265,0
104.14,21,18.78,0,2,1502,0.2348,0
338.49,14,-999.0,0,3,2229,0.2283,0
45.05,17,8.18,0,3,1531,0.069,0
27.83,8,17.36,0,2,2439,0.0524,0
43.62,16,14.59,0,3,2045,0.155,0
23.34,17,19.84,0,2,1739,0.1938,0
77.36,14,17.6,0,1,2359,0.3075,0
21.06,7,47.24,1,3,594,0.2836,0
22.56,23,48.59,0,1,641,0.0863,0
94.61,1,14.94,0,3,938,0.0958,0
12.21,0,4.58,0,5,650,0.5152,0
23.53,8,21.97,0,2,98,0.099,0
60.23,1,17.91,0,2,456,0.0844,0
60.74,0,20.52,0,2,1293,0.0513,0
26.87,1,2.01,0,1,1518,0.4005,0
8.01,23,5.22,1,3,624,0.0958,0
39.62,5,13.65,0,5,2493,0.3169,0
89.51,2,4.97,0,5,1842,0.1657,0
73.1,0,4.01,0,3,2032,0.2946,0
71.52,4,35.61,0,1,1641,0.0353,0
33.41,14,13.59,0,2,2231,0.1283,0
23.11,2,19.32,0,1,607,0.5569,0
31.56,1,8.86,0,1,1023,0.2108,0
92.99,20,14.88,0,2,32,0.1781,0
39.48,2,38.39,0,1,1689,0.2774,0
124.05,23,3.17,0,2,1102,0.1003,0
43.48,14,15.13,0,5,2382,0.0951,0
17.52,19,6.56,0,7,140,0.2427,0
15.47,5,10.46,0,5,2390,0.3671,0
64.34,18,41.48,0,6,1575,0.2641,0
35.33,0,18.37,0,4,2481,0.354,0
88.17,14,27.59,0,2,1285,0.1646,0
25.95,15,48.32,0,4,816,0.4129,0
97.17,9,-999.0,0,3,1964,0.0975,0
120.78,5,16.32,0,2,1790,0.2648,0
304.39,7,39.31,0,1,160,0.0554,0
16.01,22,20.46,0,3,2308,0.0713,0
123.11,12,30.63,0,2,552,0.0846,0
489.37,0,50.71,0,5,2496,0.1544,0
40.52,14,26.22,0,1,2319,0.1946,0
11.19,20,2.81,0,3,1351,0.0533,0
19.96,13,36.12,0,2,1345,0.028,0
7.3,18,-999.0,0,2,133,0.0645,0
63.41,5,17.18,0,3,1101,0.3848,0
97.03,7,30.06,0,4,2077,0.1156,0
19.69,9,8.21,0,3,456,0.1635,0
92.64,15,5.47,0,3,1827,0.1167,0
77.98,4,24.83,0,2,62,0.0913,0
20.13,9,7.17,0,6,2765,0.2685,0
97.7,20,36.82,0,7,1339,0.1374,0
36.76,21,0.33,0,3,2523,0.1683,0
27.3,5,5.73,0,3,884,0.2673,0
29.83,16,6.67,0,4,1405,0.3312,0
109.61,16,16.65,0,4,2697,0.0755,0
8.21,8,11.73,1,2,487,0.2345,1
41.55,1,66.61,0,1,1799,0.1447,0
165.83,4,20.49,0,2,581,0.1596,0
7.6,1,26.47,0,4,2759,0.2338,0
11.39,11,14.51,0,1,325,0.1352,0
36.19,17,9.69,0,3,949,0.1419,0
27.79,21,27.32,0,3,680,0.2343,0
53.77,11,8.4,0,2,2528,0.178,0
11.96,16,24.47,0,4,1877,0.0498,0
79.87,1,54.97,0,6,1957,0.0688,0
207.71,9,62.64,0,4,333,0.0923,0
77.56,2,16.19,0,3,650,0.1754,0
5.7,9,4.04,0,6,2974,0.2197,0
150.94,3,41.94,0,4,2328,0.3247,0
142.94,2,2.46,0,1,1853,0.2278,0
15.03,5,11.2,0,6,1539,0.0835,0
37.82,0,12.19,0,3,151,0.0826,0
26.29,17,36.5,0,6,381,0.3256,0
29.81,8,44.27,0,4,2490,0.2761,0
48.87,8,37.7,0,5,829,0.2102,0
80.48,9,5.39,0,1,2429,0.057,0
9.22,15,42.13,0,2,691,0.0539,0
12.08,3,43.96,0,4,2690,0.1891,0
30.68,11,32.82,1,1,2936,0.1608,0
135.91,21,10.17,0,7,1321,0.1331,0
67.78,18,-999.0,0,2,1692,0.0645,0
242.68,19,20.45,0,3,2522,0.0414,0
35.5,2,-999.0,0,1,130,0.0318,0
310.43,8,25.69,1,2,2259,0.0494,0
62.96,22,26.47,0,2,824,0.2516,0
81.68,19,5.8,0,4,2316,0.2441,0
86.32,21,18.78,0,2,435,0.1506,0
26.44,14,35.49,0,6,1349,0.1863,0
18.11,11,5.56,0,4,1872,0.1982,0
38.96,2,10.2,0,3,169,0.1714,0
19.45,20,12.25,0,2,1650,0.2033,0
10.7,9,19.55,0,1,2540,0.1853,0
133.68,4,18.64,0,4,2407,0.1398,0
18.85,2,9.04,0,2,1156,0.072,0
28.54,23,13.62,0,4,2306,0.2974,0
7.86,6,20.7,0,1,296,0.2107,0
10.26,17,5.66,0,5,797,0.2524,0
37.61,6,2.52,1,5,1389,0.2158,0
17.31,8,13.17,0,3,1603,0.1,0
61.95,14,5.54,0,4,164,0.049,0
43.76,22,24.29,0,3,1005,0.4874,0
137.74,7,47.91,0,2,1863,0.4276,0
71.32,3,42.11,1,2,2473,0.1642,0
123.68,9,4.47,0,2,1580,0.2753,0
68.48,0,9.91,0,5,2386,0.228,0
7.88,19,4.45,0,5,1184,0.2978,0
10.67,20,30.16,1,4,1205,0.0719,1
51.0,21,5.56,0,2,2503,0.1457,0
321.18,2,12.36,1,4,25,0.2395,1
35.19,21,4.91,0,5,353,0.2492,0
11.21,23,-999.0,0,0,1915,0.5514,0
183.27,14,10.21,0,7,2584,0.3251,0
86.55,1,10.3,0,5,1142,0.1884,0
17.54,5,13.37,1,6,1289,0.1509,0
44.65,6,13.05,0,3,1072,0.0504,0
16.58,2,13.76,0,3,1755,0.0803,0
165.31,12,11.83,0,2,2853,0.1318,0
29.2,21,8.37,1,2,504,0.3049,0
44.33,13,16.0,0,3,2693,0.1155,0
131.05,23,58.48,0,5,1362,0.3571,0
20.73,17,25.72,0,3,1805,0.0843,0
37.11,3,4.64,0,1,1286,0.1226,0
146.78,1,10.43,0,2,1807,0.2897,0
59.91,2,20.5,0,3,1890,0.4061,0
113.52,17,3.58,0,1,581,0.1199,0
46.54,21,7.96,0,5,1469,0.3319,0
88.14,1,8.71,1,5,1275,0.0496,0
18.45,21,10.41,0,2,1741,0.1571,0
44.84,1,64.89,0,5,1243,0.0327,0
46.71,9,24.76,0,0,24,0.1812,0
74.6,16,11.14,0,1,945,0.4252,1
12.99,7,77.41,0,4,2311,0.1282,0
19.52,21,-999.0,0,2,1827,0.4897,0
77.14,19,42.55,0,5,814,0.1053,0
49.94,20,16.37,0,1,457,0.099,0
128.92,20,7.48,0,1,796,0.2015,0
52.68,19,39.02,0,4,457,0.1956,0
46.56,9,8.85,0,4,2701,0.0593,0
261.79,15,2.43,0,3,619,0.2398,0
51.52,12,12.34,0,2,1406,0.1945,0
31.1,15,27.11,0,2,1363,0.0527,0
5.82,23,7.15,0,4,2741,0.2389,0
42.45,0,6.14,0,7,1640,0.1365,0
19.55,0,65.1,0,0,1244,0.2207,0
19.1,5,4.37,0,5,1982,0.1452,0
35.08,7,3.53,0,1,1122,0.3244,0
35.79,8,11.01,0,4,881,0.209,0
20.56,13,28.17,0,3,676,0.0911,0
6.09,3,2.72,0,3,2823,0.0905,0
51.08,0,50.76,0,4,23,0.0185,0
20.9,2,7.93,0,3,2621,0.0661,0
75.54,23,12.23,0,1,1963,0.1542,0
18.93,0,21.34,0,3,778,0.242,0
17.75,23,10.01,0,1,2498,0.3081,0
20.47,8,21.03,0,3,2718,0.0714,0
264.1,19,27.43,0,7,20,0.2711,0
11.16,17,8.48,1,4,170,0.5506,0
70.86,6,10.69,0,6,2623,0.1299,0
68.56,17,30.11,0,3,1889,0.119,0
2.16,0,48.68,0,3,782,0.0423,0
5.36,5,44.7,0,1,1900,0.5885,0
36.34,20,10.14,0,3,337,0.0847,0
36.65,1,19.92,0,2,1967,0.071,0
4.55,14,34.32,0,3,2890,0.232,0
40.7,8,13.1,0,3,1648,0.3142,0
96.95,6,17.69,1,5,1768,0.069,0
31.53,23,34.35,0,1,1269,0.076,0
29.01,14,28.2,0,2,811,0.3801,0
346.75,16,116.73,0,1,1327,0.2028,0
91.2,2,57.04,0,3,2035,0.1013,0
14.65,10,26.2,0,1,2341,0.0574,0
33.48,10,40.84,0,4,2459,0.1895,0
40.65,23,10.75,0,2,1557,0.1905,0
40.04,18,60.46,0,2,2676,0.1397,0
137.65,0,25.79,0,3,741,0.1434,0
13.05,9,0.67,0,4,1829,0.0042,0
35.68,13,5.52,0,3,1298,0.1692,0
32.18,14,17.15,1,0,2159,0.018,0
69.96,8,27.38,0,0,227,0.3382,0
143.51,23,21.49,0,0,2714,0.5139,0
171.36,4,3.45,0,2,2509,0.3136,0
9.17,21,28.33,0,1,169,0.46,0
167.65,18,20.07,1,5,471,0.2203,0
23.71,18,58.92,0,1,2806,0.1475,0
23.47,16,7.98,1,1,1606,0.1221,0
164.78,1,8.58,0,5,1096,0.0893,0
16.95,1,53.56,0,4,1955,0.2452,0
47.19,12,-999.0,0,2,1473,0.078,0
91.56,18,-999.0,1,1,2269,0.3746,0
40.53,6,6.85,0,1,1115,0.1598,0
26.32,19,2.52,0,3,1848,0.0919,0
38.35,15,9.97,0,2,2672,0.1989,0
223.1,15,15.96,0,1,1706,0.4128,0
36.3,23,15.85,0,6,884,0.1093,0
45.78,3,94.5,0,2,999,0.1863,0
177.46,16,4.2,0,2,2505,0.3908,0
20.34,3,12.48,0,3,2393,0.3824,0
24.21,22,16.2,0,4,786,0.0824,0
69.39,18,36.45,1,3,999,0.1302,0
20.96,22,16.75,0,4,1933,0.4866,0
287.85,14,80.98,0,2,2281,0.1252,0
12.44,10,25.7,0,6,1655,0.2796,0
45.9,6,5.51,0,4,1440,0.1847,0
67.61,17,31.9,0,4,1869,0.3617,0
28.59,22,44.3,1,0,2541,0.0758,0
114.06,0,12.12,0,6,1324,0.2779,0
62.67,4,15.92,1,3,153,0.1845,0
35.72,19,13.38,0,4,1514,0.0832,0
18.95,21,59.78,0,1,849,0.5385,0
9.72,2,21.86,0,3,1396,0.1857,0
92.77,3,2.17,0,5,2861,0.1468,0
17.22,5,51.0,0,1,2375,0.1189,0
48.64,0,14.53,0,6,648,0.2317,0
73.94,15,12.4,0,2,1584,0.1776,0
19.25,19,39.87,0,2,166,0.1014,0
33.11,4,7.88,0,2,1913,0.1259,0
3.98,9,32.09,0,1,71,0.0332,0
15.51,10,1.4,0,6,354,0.1084,0
25.22,0,19.41,0,1,2898,0.2653,0
14.6,2,40.2,0,1,1487,0.2717,0
5.62,20,2.81,0,1,2275,0.1408,0
274.2,6,25.23,0,5,361,0.0263,0
18.02,16,58.02,0,3,2142,0.0635,0
69.12,3,7.86,0,2,844,0.3378,0
31.01,17,5.34,0,4,276,0.2827,0
802.07,15,6.55,1,3,533,0.3358,1
20.44,15,19.94,0,4,2814,0.1553,0
44.93,20,4.44,0,2,1567,0.2208,0
80.89,23,-999.0,0,1,1945,0.3053,0
57.9,23,22.84,0,1,1182,0.2605,0
22.74,1,-999.0,0,2,2801,0.1605,0
29.67,22,6.4,0,2,1965,0.3236,0
88.56,21,38.17,0,3,30,0.1613,0
56.17,11,1.24,0,7,2769,0.1719,0
76.41,22,14.85,0,4,404,0.0594,0
41.86,12,25.94,0,4,424,0.4061,0
11.18,6,40.11,0,4,2565,0.2557,0
117.65,12,30.02,0,6,2754,0.097,0
67.15,20,10.53,0,3,1015,0.1755,0
216.66,2,57.49,0,4,2246,0.2545,1
30.85,11,8.48,0,2,459,0.1222,0
101.96,17,15.63,0,1,566,0.2534,0
4.4,10,17.12,0,1,1385,0.3084,0
108.33,4,8.41,0,3,1457,0.2596,0
5.26,1,34.27,0,2,2784,0.1612,0
7.19,9,29.74,0,2,1069,0.1562,0
157.21,5,59.07,0,3,272,0.2727,0
34.3,19,43.24,0,4,963,0.1691,0
29.34,2,1.61,0,6,927,0.168,0
11.81,10,3.0,0,0,2782,0.1197,0
143.76,1,25.05,1,2,1998,0.3131,0
20.55,6,52.6,0,4,1469,0.2557,0
30.34,2,25.27,0,2,2904,0.0347,0
14.55,3,10.62,0,3,2690,0.1102,0
41.29,16,34.83,1,4,2585,0.0324,0
37.04,21,20.59,0,2,1216,0.3198,0
40.97,3,49.13,0,3,934,0.2141,0
15.55,9,24.26,0,3,196,0.359,0
31.96,18,18.93,1,2,1251,0.1697,0
47.52,4,-999.0,0,5,1929,0.3412,0
19.07,2,30.09,0,3,2431,0.0462,0
53.99,21,39.16,1,3,189,0.3006,0
23.65,22,9.88,0,1,1246,0.1563,0
73.3,23,20.6,0,3,1409,0.1879,0
37.38,18,21.77,0,2,134,0.0149,0
176.99,16,51.51,0,3,2945,0.1638,0
67.1,9,5.95,0,2,542,0.012,0
156.78,21,-999.0,0,3,2355,0.3889,0
43.83,23,17.19,1,2,1662,0.0563,0
168.2,2,22.56,0,3,1284,0.2941,0
21.83,20,5.75,1,1,1928,0.1497,0
382.28,5,13.64,0,4,2270,0.0187,0
69.87,14,15.78,0,0,889,0.0969,0
69.93,9,84.05,0,2,2923,0.1483,0
111.23,3,15.25,0,3,1169,0.2205,0
40.32,16,15.6,0,2,1644,0.2029,0
53.16,18,18.87,0,3,982,0.3678,0
112.01,19,55.52,0,1,1013,0.2285,0
651.29,5,-999.0,1,1,1089,0.0804,0
55.29,20,29.02,0,1,1588,0.0965,0
88.82,2,9.4,0,0,2323,0.1592,0
42.9,18,15.71,1,1,94,0.4202,0
59.17,16,35.47,0,2,1397,0.0393,0
54.58,10,3.98,0,6,699,0.2629,0
102.68,21,5.63,1,2,2370,0.0826,0
12.13,14,50.06,0,5,414,0.4477,0
72.88,16,27.73,0,4,2992,0.2214,0
48.36,14,9.22,0,3,1898,0.1654,0
33.42,7,9.46,0,7,244,0.1,0
48.62,8,2.68,0,4,1154,0.1505,0
25.09,17,9.52,0,3,1153,0.1332,0
7.95,16,26.14,0,4,1025,0.2293,0
103.15,6,6.97,0,2,1603,0.0422,0
192.02,5,1.33,0,5,1307,0.3852,0
223.6,21,22.24,0,1,1961,0.195,0
93.75,17,10.51,1,5,2159,0.1733,0
43.73,20,14.71,0,1,2827,0.2321,0
36.28,8,5.43,0,3,973,0.1709,0
124.76,14,32.39,0,5,405,0.1213,0
78.18,14,4.8,0,4,2198,0.0805,0
57.1,9,8.78,1,3,1485,0.1399,0
38.04,21,20.54,0,4,1945,0.3683,0
22.68,1,40.47,0,3,2645,0.0953,0
121.96,11,4.95,1,4,1210,0.0864,0
33.97,23,0.52,0,5,335,0.1701,0
176.85,1,-999.0,0,7,708,0.3259,0
99.85,22,16.77,0,3,1412,0.1477,0
145.32,7,25.71,0,1,902,0.3631,0
383.08,16,5.92,0,1,434,0.2245,1
56.04,21,29.47,0,4,251,0.1948,0
30.21,10,10.11,0,7,359,0.2015,0
31.89,13,2.54,0,2,1597,0.3278,0
8.98,6,15.22,0,2,139,0.0203,0
20.68,17,4.08,0,4,2471,0.2505,0
179.89,9,41.3,0,3,2028,0.0426,0
102.07,11,15.26,0,3,1895,0.2236,0
48.15,18,12.76,0,7,2426,0.0558,0
14.42,22,35.13,0,2,2396,0.0937,0
5.86,7,7.21,0,1,244,0.4349,0
74.91,0,25.59,0,4,2853,0.2646,0
28.62,2,5.0,0,5,777,0.1474,0
20.19,14,16.98,0,6,1625,0.4158,0
63.47,8,11.2,0,3,585,0.0506,0
23.32,5,18.74,0,4,1202,0.0258,0
33.57,0,9.49,0,5,1754,0.0617,0
66.54,12,21.03,0,3,1503,0.3131,0
115.64,2,17.6,0,4,2834,0.1471,0
36.69,17,51.13,1,3,1010,0.3171,0
14.3,18,14.97,0,1,1859,0.2536,0
65.86,22,9.55,0,2,2788,0.0677,0
12.08,11,-999.0,0,4,2557,0.2303,0
19.92,23,64.69,0,0,1974,0.3047,0
17.8,14,14.68,0,5,2886,0.1634,0
201.38,23,11.77,0,2,72,0.4165,0
57.34,20,5.74,0,4,769,0.0807,0
16.96,4,5.13,0,3,2833,0.1628,0
23.98,11,67.49,0,4,648,0.2205,0
47.01,22,17.49,0,3,2850,0.2503,0
31.12,4,8.41,0,6,407,0.1709,0
95.87,10,34.55,0,5,966,0.2159,0
34.38,3,15.12,0,0,1870,0.207,0
72.61,6,2.15,0,2,183,0.2187,0
108.16,0,5.18,0,3,690,0.2273,0
65.93,4,4.74,0,6,2220,0.1024,0
92.26,20,76.22,0,1,357,0.1531,0
28.39,15,38.45,0,1,1606,0.4615,0
21.8,1,17.39,0,2,302,0.1842,0
39.55,18,69.74,0,6,1896,0.2645,0
9.68,0,7.21,0,3,309,0.2994,0
15.64,3,14.93,0,3,2767,0.0959,0
144.77,15,78.24,0,2,2077,0.0693,0
28.49,14,10.84,0,3,2737,0.3294,0
35.35,11,19.25,0,2,1508,0.2444,0
54.55,5,29.67,0,4,2779,0.1561,0
9.48,6,1.53,0,5,2440,0.1663,0
53.37,0,34.98,0,5,2871,0.2773,0
10.91,3,20.95,0,2,2064,0.4585,0
79.38,17,59.62,0,4,2464,0.4833,0
61.55,0,29.07,1,2,250,0.1973,0
24.3,23,22.78,0,2,2200,0.2272,0
46.21,11,-999.0,0,2,2762,0.4097,0
81.78,0,41.88,0,1,121,0.05,0
10.81,9,23.42,1,3,2243,0.523,0
108.98,5,7.7,0,2,2651,0.0406,0
8.72,5,30.65,0,1,1551,0.2015,0
22.27,19,18.0,0,3,840,0.2172,0
92.57,21,10.78,1,2,1342,0.1659,0
16.54,14,7.53,0,2,299,0.2218,0
144.08,2,18.09,1,5,56,0.3257,0
9.48,5,39.76,0,4,450,0.2726,0
22.64,3,12.41,1,2,2624,0.2264,0
22.45,23,22.41,1,3,305,0.1456,0
42.62,16,5.94,0,6,452,0.2579,0
22.64,11,29.41,0,5,547,0.4899,0
50.76,0,22.2,1,3,2324,0.1066,1
128.69,18,29.59,0,4,501,0.101,0
11.41,11,31.12,0,9,227,0.3738,0
121.52,6,25.53,0,2,2233,0.3423,0
779.78,12,20.44,1,4,1665,0.0806,0
24.08,16,8.85,1,3,1535,0.2787,0
104.99,3,34.77,0,2,756,0.2686,0
78.27,5,22.06,0,1,1829,0.0716,0
18.81,3,17.94,0,2,2048,0.1217,0
55.0,21,21.88,0,4,2874,0.5787,0
34.13,3,5.44,0,0,136,0.0703,0
47.93,12,13.64,0,3,1960,0.3277,0
29.54,12,29.18,0,4,1204,0.0473,0
88.37,13,16.45,0,2,1855,0.3134,0
34.06,12,11.17,0,1,2873,0.1538,1
13.25,18,20.07,0,1,1876,0.3312,0
10.35,4,13.99,0,0,352,0.3418,0
81.08,6,17.5,0,3,120,0.1699,0
13.42,13,26.74,0,5,1584,0.3146,0
182.68,9,8.19,0,5,1521,0.3646,0
10.79,15,-999.0,0,5,706,0.342,0
16.83,17,20.07,0,2,929,0.1342,0
93.97,22,3.55,0,1,1920,0.4644,0
101.41,8,36.87,0,9,159,0.2509,1
23.46,17,-999.0,0,2,513,0.1264,0
25.24,20,7.21,0,4,1896,0.2814,0
49.89,18,8.05,0,4,1238,0.2579,0
17.73,14,17.32,0,2,366,0.2404,0
11.57,17,17.11,1,0,703,0.1887,0
16.53,18,6.39,0,4,154,0.5417,0
35.23,22,14.48,0,3,2813,0.2333,0
43.66,1,26.98,0,3,1857,0.2389,0
113.35,19,8.98,0,6,1414,0.172,0
8.45,2,22.69,0,2,2684,0.1555,0
34.24,2,8.89,0,2,2750,0.0597,0
15.38,3,52.79,0,5,2685,0.2611,0
25.45,7,7.59,0,3,870,0.1771,0
1429.39,15,6.1,0,1,90,0.2198,0
108.45,8,52.59,0,3,237,0.1924,0
99.22,22,32.01,0,1,84,0.2015,0
48.78,10,17.97,0,4,1484,0.3573,0
22.91,9,20.5,0,2,2348,0.2513,0
17.83,10,40.91,1,4,2548,0.0771,0
45.71,19,7.45,0,9,510,0.1612,0
20.34,1,64.49,0,6,665,0.468,0
33.11,23,12.48,0,4,406,0.0601,0
101.47,12,5.37,0,3,2769,0.2162,0
47.66,8,23.93,0,7,495,0.1034,0
20.62,4,9.19,0,2,1771,0.1818,0
29.95,10,27.27,0,4,2883,0.2083,0
127.72,18,4.87,0,3,828,0.0477,0
30.86,0,19.76,0,0,2183,0.0812,0
105.66,22,0.9,0,4,887,0.2456,0
25.95,9,36.51,0,3,79,0.1522,0
110.88,13,29.52,0,3,1218,0.2498,0
116.38,10,29.91,0,3,1855,0.3523,0
68.61,4,25.63,0,4,144,0.6605,0
36.94,4,23.14,0,3,2070,0.0683,0
12.17,8,19.95,0,1,2130,0.1569,0
55.77,21,27.1,0,5,2540,0.4002,0
8.84,7,14.01,0,4,653,0.3445,0
109.06,6,35.74,0,7,2110,0.2865,0
12.59,1,-999.0,0,0,1144,0.2269,0
63.25,1,7.95,0,2,2310,0.1382,0
70.54,5,19.28,0,2,2754,0.2077,0
211.65,18,14.04,0,3,2900,0.3039,0
67.67,22,37.63,0,2,572,0.1781,0
112.53,13,32.75,0,3,1561,0.0955,0
129.23,0,33.48,0,3,1977,0.0948,0
22.39,18,12.43,0,2,1602,0.396,0
14.03,16,44.28,1,2,751,0.0959,0
81.52,12,7.82,0,1,2138,0.1448,0
13.92,11,7.81,0,1,788,0.0334,0
104.37,19,15.28,0,4,1062,0.102,0
12.52,1,25.58,0,5,1616,0.1403,0
32.17,18,14.53,0,5,1976,0.1722,0
55.2,1,15.96,0,2,1594,0.3491,0
43.01,5,8.07,1,8,2906,0.0907,0
19.97,2,-999.0,0,2,1794,0.3817,0
162.52,9,2.55,0,5,2045,0.3255,0
57.19,2,44.34,0,0,1673,0.1903,0
72.41,17,14.14,0,0,2657,0.3177,0
11.7,19,5.14,0,3,54,0.1107,0
18.49,6,19.5,0,4,2613,0.0827,0
32.63,1,28.02,1,1,804,0.0907,0
27.33,3,23.92,0,3,1560,0.2291,0
106.98,2,46.79,0,3,1320,0.2615,0
21.47,0,7.23,0,2,22,0.0567,0
12.91,12,23.16,0,4,704,0.1414,0
60.27,6,14.19,0,2,1661,0.1102,0
26.45,12,29.87,0,1,1997,0.1399,0
11.19,13,2.89,0,3,730,0.1545,0
17.54,8,1.52,1,5,71,0.1066,0
66.15,22,34.19,0,3,451,0.4097,1
47.86,18,4.56,0,2,398,0.0757,0
9.68,7,27.56,0,5,590,0.0785,0
1.6,14,28.35,1,0,1802,0.2147,0
78.14,14,13.76,0,5,2363,0.1736,0
248.95,19,7.5,0,4,2800,0.2589,0
324.01,2,3.06,0,3,2959,0.2145,0
